country,cn_code,description,product_group,year,default_direct_tco2e_per_ton,default_indirect_tco2e_per_ton,default_total_tco2e_per_ton,adopted_default_total_tco2e_per_ton,underlying_cbam_benchmark_route,has_country_value
Türkiye,72072039,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon, of rectangular ""other than square"" cross-section and the width >= twice the thickness, forged",Iron and steel,2026,3.08741784,,3.08741784,3.396159624,C,true
Türkiye,72072039,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon, of rectangular ""other than square"" cross-section and the width >= twice the thickness, forged",Iron and steel,2027,3.08741784,,3.08741784,3.704901408,C,true
Türkiye,72072039,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon, of rectangular ""other than square"" cross-section and the width >= twice the thickness, forged",Iron and steel,2028,3.08741784,,3.08741784,4.013643192,C,true
Türkiye,72072052,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon, of circular or polygonal cross-section, rolled or obtained by continuous casting",Iron and steel,2026,2.309671362,,2.309671362,2.5406384982,C,true
Türkiye,72072052,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon, of circular or polygonal cross-section, rolled or obtained by continuous casting",Iron and steel,2027,2.309671362,,2.309671362,2.7716056344,C,true
Türkiye,72072052,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon, of circular or polygonal cross-section, rolled or obtained by continuous casting",Iron and steel,2028,2.309671362,,2.309671362,3.0025727706,C,true
Türkiye,72072059,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,6% carbon, of circular or polygonal cross-section, forged",Iron and steel,2026,3.08741784,,3.08741784,3.396159624,C,true
Türkiye,72072059,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,6% carbon, of circular or polygonal cross-section, forged",Iron and steel,2027,3.08741784,,3.08741784,3.704901408,C,true
Türkiye,72072059,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,6% carbon, of circular or polygonal cross-section, forged",Iron and steel,2028,3.08741784,,3.08741784,4.013643192,C,true
Türkiye,72072080,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon (excl. those of square, rectangular, circular or polygonal cross-section)",Iron and steel,2026,2.309671362,,2.309671362,2.5406384982,C,true
Türkiye,72072080,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon (excl. those of square, rectangular, circular or polygonal cross-section)",Iron and steel,2027,2.309671362,,2.309671362,2.7716056344,C,true
Türkiye,72072080,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon (excl. those of square, rectangular, circular or polygonal cross-section)",Iron and steel,2028,2.309671362,,2.309671362,3.0025727706,C,true
Türkiye,7208,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled, not clad, plated or coated",Iron and steel,2026,2.427511737,,2.427511737,2.6702629107,C,true
Türkiye,7208,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled, not clad, plated or coated",Iron and steel,2027,2.427511737,,2.427511737,2.9130140844,C,true
Türkiye,7208,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled, not clad, plated or coated",Iron and steel,2028,2.427511737,,2.427511737,3.1557652581,C,true
Türkiye,7209,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, cold-rolled ""cold-reduced"", not clad, plated or coated",Iron and steel,2026,2.51,,2.51,2.761,C,true
Türkiye,7209,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, cold-rolled ""cold-reduced"", not clad, plated or coated",Iron and steel,2027,2.51,,2.51,3.012,C,true
Türkiye,7209,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, cold-rolled ""cold-reduced"", not clad, plated or coated",Iron and steel,2028,2.51,,2.51,3.263,C,true
Türkiye,7210,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated",Iron and steel,2026,2.51,,2.51,2.761,C,true
Türkiye,7210,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated",Iron and steel,2027,2.51,,2.51,3.012,C,true
Türkiye,7210,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated",Iron and steel,2028,2.51,,2.51,3.263,C,true
Türkiye,7211,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", not clad, plated or coated",Iron and steel,2026,,,,,,false
Türkiye,7211,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", not clad, plated or coated",Iron and steel,2027,,,,,,false
Türkiye,7211,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", not clad, plated or coated",Iron and steel,2028,,,,,,false
Türkiye,72111300,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed box pass, not clad, plated or coated, of a width of > 150 mm but < 600 mm and a thickness of >= 4 mm, not in coils, without patterns in relief, commonly known as ""wide flats""",Iron and steel,2026,2.427511737,,2.427511737,2.6702629107,C,true
Türkiye,72111300,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed box pass, not clad, plated or coated, of a width of > 150 mm but < 600 mm and a thickness of >= 4 mm, not in coils, without patterns in relief, commonly known as ""wide flats""",Iron and steel,2027,2.427511737,,2.427511737,2.9130140844,C,true
Türkiye,72111300,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed box pass, not clad, plated or coated, of a width of > 150 mm but < 600 mm and a thickness of >= 4 mm, not in coils, without patterns in relief, commonly known as ""wide flats""",Iron and steel,2028,2.427511737,,2.427511737,3.1557652581,C,true
Türkiye,72111400,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than hot-rolled, not clad, plated or coated, of a thickness of >= 4,75 mm (excl. ""wide flats"")",Iron and steel,2026,2.427511737,,2.427511737,2.6702629107,C,true
Türkiye,72111400,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than hot-rolled, not clad, plated or coated, of a thickness of >= 4,75 mm (excl. ""wide flats"")",Iron and steel,2027,2.427511737,,2.427511737,2.9130140844,C,true
Türkiye,72111400,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than hot-rolled, not clad, plated or coated, of a thickness of >= 4,75 mm (excl. ""wide flats"")",Iron and steel,2028,2.427511737,,2.427511737,3.1557652581,C,true
Türkiye,72111900,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not clad, plated or coated, of a thickness < 4,75 mm (excl. ""wide flats"")",Iron and steel,2026,2.427511737,,2.427511737,2.6702629107,C,true
Türkiye,72111900,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not clad, plated or coated, of a thickness < 4,75 mm (excl. ""wide flats"")",Iron and steel,2027,2.427511737,,2.427511737,2.9130140844,C,true
Türkiye,72111900,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not clad, plated or coated, of a thickness < 4,75 mm (excl. ""wide flats"")",Iron and steel,2028,2.427511737,,2.427511737,3.1557652581,C,true
Türkiye,721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ""cold-reduced"", not clad, plated or coated, containing by weight < 0,25% of carbon",Iron and steel,2026,2.51,,2.51,2.761,C,true
Türkiye,721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ""cold-reduced"", not clad, plated or coated, containing by weight < 0,25% of carbon",Iron and steel,2027,2.51,,2.51,3.012,C,true
Türkiye,721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ""cold-reduced"", not clad, plated or coated, containing by weight < 0,25% of carbon",Iron and steel,2028,2.51,,2.51,3.263,C,true
Türkiye,72112900,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ""cold-reduced"", not clad, plated or coated, containing by weight >= 0,25% of carbon",Iron and steel,2026,2.51,,2.51,2.761,C,true
Türkiye,72112900,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ""cold-reduced"", not clad, plated or coated, containing by weight >= 0,25% of carbon",Iron and steel,2027,2.51,,2.51,3.012,C,true
Türkiye,72112900,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ""cold-reduced"", not clad, plated or coated, containing by weight >= 0,25% of carbon",Iron and steel,2028,2.51,,2.51,3.263,C,true
Türkiye,721190,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked, but not clad, plated or coated",Iron and steel,2026,2.51,,2.51,2.761,C,true
Türkiye,721190,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked, but not clad, plated or coated",Iron and steel,2027,2.51,,2.51,3.012,C,true
Türkiye,721190,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked, but not clad, plated or coated",Iron and steel,2028,2.51,,2.51,3.263,C,true
Türkiye,7212,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated",Iron and steel,2026,2.51,,2.51,2.761,C,true
Türkiye,7212,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated",Iron and steel,2027,2.51,,2.51,3.012,C,true
Türkiye,7212,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated",Iron and steel,2028,2.51,,2.51,3.263,C,true
Türkiye,7213,"Bars and rods of iron or non-alloy steel, hot-rolled, in irregularly wound coils",Iron and steel,2026,2.309671362,,2.309671362,2.5406384982,C,true
Türkiye,7213,"Bars and rods of iron or non-alloy steel, hot-rolled, in irregularly wound coils",Iron and steel,2027,2.309671362,,2.309671362,2.7716056344,C,true
Türkiye,7213,"Bars and rods of iron or non-alloy steel, hot-rolled, in irregularly wound coils",Iron and steel,2028,2.309671362,,2.309671362,3.0025727706,C,true
Türkiye,7214,"Bars and rods, of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but incl. those twisted after rolling (excl. in irregularly wound coils)",Iron and steel,2026,,,,,,false
Türkiye,7214,"Bars and rods, of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but incl. those twisted after rolling (excl. in irregularly wound coils)",Iron and steel,2027,,,,,,false
Türkiye,7214,"Bars and rods, of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but incl. those twisted after rolling (excl. in irregularly wound coils)",Iron and steel,2028,,,,,,false
Türkiye,72141000,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excl. in irregularly wound coils)",Iron and steel,2026,3.08741784,,3.08741784,3.396159624,C,true
Türkiye,72141000,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excl. in irregularly wound coils)",Iron and steel,2027,3.08741784,,3.08741784,3.704901408,C,true
Türkiye,72141000,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excl. in irregularly wound coils)",Iron and steel,2028,3.08741784,,3.08741784,4.013643192,C,true
Türkiye,72142000,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations produced during the rolling process",Iron and steel,2026,2.309671362,,2.309671362,2.5406384982,C,true
Türkiye,72142000,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations produced during the rolling process",Iron and steel,2027,2.309671362,,2.309671362,2.7716056344,C,true
Türkiye,72142000,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations produced during the rolling process",Iron and steel,2028,2.309671362,,2.309671362,3.0025727706,C,true
Türkiye,72143000,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn or hot-extruded (excl. containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling)",Iron and steel,2026,2.309671362,,2.309671362,2.5406384982,C,true
Türkiye,72143000,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn or hot-extruded (excl. containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling)",Iron and steel,2027,2.309671362,,2.309671362,2.7716056344,C,true
Türkiye,72143000,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn or hot-extruded (excl. containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling)",Iron and steel,2028,2.309671362,,2.309671362,3.0025727706,C,true
Türkiye,721491,"Bars and rods, of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, of rectangular ""other than square"" cross-section (excl. containing indentations, ribs, grooves or other deformations produced during the rolling process, bars and rods twisted after rolling and free-cutting steel)",Iron and steel,2026,2.309671362,,2.309671362,2.5406384982,C,true
Türkiye,721491,"Bars and rods, of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, of rectangular ""other than square"" cross-section (excl. containing indentations, ribs, grooves or other deformations produced during the rolling process, bars and rods twisted after rolling and free-cutting steel)",Iron and steel,2027,2.309671362,,2.309671362,2.7716056344,C,true
Türkiye,721491,"Bars and rods, of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, of rectangular ""other than square"" cross-section (excl. containing indentations, ribs, grooves or other deformations produced during the rolling process, bars and rods twisted after rolling and free-cutting steel)",Iron and steel,2028,2.309671362,,2.309671362,3.0025727706,C,true
Türkiye,721499,"Bars and rods, of iron or non-alloy steel, only hot-rolled, only hot-drawn or only hot-extruded (excl. of rectangular [other than square] cross-section and those containing indentations, ribs, grooves or other deformations produced during the rolling process, and of non-alloy free-cutting steel)",Iron and steel,2026,2.309671362,,2.309671362,2.5406384982,C,true
Türkiye,721499,"Bars and rods, of iron or non-alloy steel, only hot-rolled, only hot-drawn or only hot-extruded (excl. of rectangular [other than square] cross-section and those containing indentations, ribs, grooves or other deformations produced during the rolling process, and of non-alloy free-cutting steel)",Iron and steel,2027,2.309671362,,2.309671362,2.7716056344,C,true
Türkiye,721499,"Bars and rods, of iron or non-alloy steel, only hot-rolled, only hot-drawn or only hot-extruded (excl. of rectangular [other than square] cross-section and those containing indentations, ribs, grooves or other deformations produced during the rolling process, and of non-alloy free-cutting steel)",Iron and steel,2028,2.309671362,,2.309671362,3.0025727706,C,true
Türkiye,7215,"Bars and rods, of iron or non-alloy steel, cold-formed or cold-finished, whether or not further worked, or hot-formed and further worked, n.e.s.",Iron and steel,2026,2.309671362,,2.309671362,2.5406384982,C,true
Türkiye,7215,"Bars and rods, of iron or non-alloy steel, cold-formed or cold-finished, whether or not further worked, or hot-formed and further worked, n.e.s.",Iron and steel,2027,2.309671362,,2.309671362,2.7716056344,C,true
Türkiye,7215,"Bars and rods, of iron or non-alloy steel, cold-formed or cold-finished, whether or not further worked, or hot-formed and further worked, n.e.s.",Iron and steel,2028,2.309671362,,2.309671362,3.0025727706,C,true
Türkiye,7216,"Angles, shapes and sections of iron or non-alloy steel, n.e.s.",Iron and steel,2026,2.309671362,,2.309671362,2.5406384982,C,true
Türkiye,7216,"Angles, shapes and sections of iron or non-alloy steel, n.e.s.",Iron and steel,2027,2.309671362,,2.309671362,2.7716056344,C,true
Türkiye,7216,"Angles, shapes and sections of iron or non-alloy steel, n.e.s.",Iron and steel,2028,2.309671362,,2.309671362,3.0025727706,C,true
Türkiye,7217,"Wire of iron or non-alloy steel, in coils (excl. bars and rods)",Iron and steel,2026,,,,,,false
Türkiye,7217,"Wire of iron or non-alloy steel, in coils (excl. bars and rods)",Iron and steel,2027,,,,,,false
Türkiye,7217,"Wire of iron or non-alloy steel, in coils (excl. bars and rods)",Iron and steel,2028,,,,,,false
Türkiye,721710,"Wire of iron or non-alloy steel, in coils, not plated or coated, whether or not polished (excl. bars and rods)",Iron and steel,2026,2.309671362,,2.309671362,2.5406384982,C,true
Türkiye,721710,"Wire of iron or non-alloy steel, in coils, not plated or coated, whether or not polished (excl. bars and rods)",Iron and steel,2027,2.309671362,,2.309671362,2.7716056344,C,true
Türkiye,721710,"Wire of iron or non-alloy steel, in coils, not plated or coated, whether or not polished (excl. bars and rods)",Iron and steel,2028,2.309671362,,2.309671362,3.0025727706,C,true
Türkiye,721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excl. bars and rods)",Iron and steel,2026,2.309671362,,2.309671362,2.5406384982,C,true
Türkiye,721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excl. bars and rods)",Iron and steel,2027,2.309671362,,2.309671362,2.7716056344,C,true
Türkiye,721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excl. bars and rods)",Iron and steel,2028,2.309671362,,2.309671362,3.0025727706,C,true
Türkiye,721730,"Wire of iron or non-alloy steel, in coils, plated or coated with base metals (excl. plated or coated with zinc, and bars and rods)",Iron and steel,2026,2.309671362,,2.309671362,2.5406384982,C,true
Türkiye,721730,"Wire of iron or non-alloy steel, in coils, plated or coated with base metals (excl. plated or coated with zinc, and bars and rods)",Iron and steel,2027,2.309671362,,2.309671362,2.7716056344,C,true
Türkiye,721730,"Wire of iron or non-alloy steel, in coils, plated or coated with base metals (excl. plated or coated with zinc, and bars and rods)",Iron and steel,2028,2.309671362,,2.309671362,3.0025727706,C,true
Türkiye,721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excl. plated or coated with base metals, and bars and rods)",Iron and steel,2026,2.309671362,,2.309671362,2.5406384982,C,true
Türkiye,721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excl. plated or coated with base metals, and bars and rods)",Iron and steel,2027,2.309671362,,2.309671362,2.7716056344,C,true
Türkiye,721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excl. plated or coated with base metals, and bars and rods)",Iron and steel,2028,2.309671362,,2.309671362,3.0025727706,C,true
Türkiye,7218,Stainless steel in ingots or other primary forms (excl. remelting scrap ingots and products obtained by continuous casting); semi-finished products of stainless steel,Iron and steel,2026,,,,,,false
Türkiye,7218,Stainless steel in ingots or other primary forms (excl. remelting scrap ingots and products obtained by continuous casting); semi-finished products of stainless steel,Iron and steel,2027,,,,,,false
Türkiye,7218,Stainless steel in ingots or other primary forms (excl. remelting scrap ingots and products obtained by continuous casting); semi-finished products of stainless steel,Iron and steel,2028,,,,,,false
Türkiye,72181000,"Steel, stainless, in ingots and other primary forms (excl. waste and scrap in ingot form, and products obtained by continuous casting)",Iron and steel,2026,5.97,,5.97,6.567,,true
Türkiye,72181000,"Steel, stainless, in ingots and other primary forms (excl. waste and scrap in ingot form, and products obtained by continuous casting)",Iron and steel,2027,5.97,,5.97,7.164,,true
Türkiye,72181000,"Steel, stainless, in ingots and other primary forms (excl. waste and scrap in ingot form, and products obtained by continuous casting)",Iron and steel,2028,5.97,,5.97,7.761,,true
Türkiye,721891,"Semi-finished products of stainless steel, of rectangular ""other than square"" cross-section",Iron and steel,2026,5.47,,5.47,6.017,,true
Türkiye,721891,"Semi-finished products of stainless steel, of rectangular ""other than square"" cross-section",Iron and steel,2027,5.47,,5.47,6.564,,true
Türkiye,721891,"Semi-finished products of stainless steel, of rectangular ""other than square"" cross-section",Iron and steel,2028,5.47,,5.47,7.111,,true
Türkiye,72189911,"Semi-finished products of stainless steel, of square cross-section, rolled or obtained by continuous casting",Iron and steel,2026,5.47,,5.47,6.017,,true
Türkiye,72189911,"Semi-finished products of stainless steel, of square cross-section, rolled or obtained by continuous casting",Iron and steel,2027,5.47,,5.47,6.564,,true
Türkiye,72189911,"Semi-finished products of stainless steel, of square cross-section, rolled or obtained by continuous casting",Iron and steel,2028,5.47,,5.47,7.111,,true
Türkiye,72189919,"Semi-finished products of stainless steel, of square cross-section, forged",Iron and steel,2026,5.97,,5.97,6.567,,true
Türkiye,72189919,"Semi-finished products of stainless steel, of square cross-section, forged",Iron and steel,2027,5.97,,5.97,7.164,,true
Türkiye,72189919,"Semi-finished products of stainless steel, of square cross-section, forged",Iron and steel,2028,5.97,,5.97,7.761,,true
Türkiye,72189920,"Semi-finished products of stainless steel, of circular cross-section or of cross-section other than square or rectangular, rolled or obtained by continuous casting",Iron and steel,2026,5.47,,5.47,6.017,,true
Türkiye,72189920,"Semi-finished products of stainless steel, of circular cross-section or of cross-section other than square or rectangular, rolled or obtained by continuous casting",Iron and steel,2027,5.47,,5.47,6.564,,true
Türkiye,72189920,"Semi-finished products of stainless steel, of circular cross-section or of cross-section other than square or rectangular, rolled or obtained by continuous casting",Iron and steel,2028,5.47,,5.47,7.111,,true
Türkiye,72189980,"Semi-finished products of stainless steel, forged (excl. products of square or rectangular cross-section)",Iron and steel,2026,5.97,,5.97,6.567,,true
Türkiye,72189980,"Semi-finished products of stainless steel, forged (excl. products of square or rectangular cross-section)",Iron and steel,2027,5.97,,5.97,7.164,,true
Türkiye,72189980,"Semi-finished products of stainless steel, forged (excl. products of square or rectangular cross-section)",Iron and steel,2028,5.97,,5.97,7.761,,true
Türkiye,7219,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced""",Iron and steel,2026,,,,,,false
Türkiye,7219,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced""",Iron and steel,2027,,,,,,false
Türkiye,7219,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced""",Iron and steel,2028,,,,,,false
Türkiye,72191100,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of > 10 mm",Iron and steel,2026,5.47,,5.47,6.017,,true
Türkiye,72191100,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of > 10 mm",Iron and steel,2027,5.47,,5.47,6.564,,true
Türkiye,72191100,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of > 10 mm",Iron and steel,2028,5.47,,5.47,7.111,,true
Türkiye,721912,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 4,7 mm and <= 10 mm",Iron and steel,2026,5.47,,5.47,6.017,,true
Türkiye,721912,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 4,7 mm and <= 10 mm",Iron and steel,2027,5.47,,5.47,6.564,,true
Türkiye,721912,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 4,7 mm and <= 10 mm",Iron and steel,2028,5.47,,5.47,7.111,,true
Türkiye,721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 3 mm and < 4,75 mm",Iron and steel,2026,5.47,,5.47,6.017,,true
Türkiye,721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 3 mm and < 4,75 mm",Iron and steel,2027,5.47,,5.47,6.564,,true
Türkiye,721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 3 mm and < 4,75 mm",Iron and steel,2028,5.47,,5.47,7.111,,true
Türkiye,721914,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of < 3 mm",Iron and steel,2026,5.47,,5.47,6.017,,true
Türkiye,721914,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of < 3 mm",Iron and steel,2027,5.47,,5.47,6.564,,true
Türkiye,721914,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of < 3 mm",Iron and steel,2028,5.47,,5.47,7.111,,true
Türkiye,721921,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of > 10 mm",Iron and steel,2026,5.47,,5.47,6.017,,true
Türkiye,721921,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of > 10 mm",Iron and steel,2027,5.47,,5.47,6.564,,true
Türkiye,721921,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of > 10 mm",Iron and steel,2028,5.47,,5.47,7.111,,true
Türkiye,721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of >= 4,75 mm and <= 10 mm",Iron and steel,2026,5.47,,5.47,6.017,,true
Türkiye,721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of >= 4,75 mm and <= 10 mm",Iron and steel,2027,5.47,,5.47,6.564,,true
Türkiye,721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of >= 4,75 mm and <= 10 mm",Iron and steel,2028,5.47,,5.47,7.111,,true
Türkiye,72192300,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of >= 3 mm and < 4,75 mm",Iron and steel,2026,5.47,,5.47,6.017,,true
Türkiye,72192300,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of >= 3 mm and < 4,75 mm",Iron and steel,2027,5.47,,5.47,6.564,,true
Türkiye,72192300,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of >= 3 mm and < 4,75 mm",Iron and steel,2028,5.47,,5.47,7.111,,true
Türkiye,72192400,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of < 3 mm",Iron and steel,2026,5.47,,5.47,6.017,,true
Türkiye,72192400,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of < 3 mm",Iron and steel,2027,5.47,,5.47,6.564,,true
Türkiye,72192400,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of < 3 mm",Iron and steel,2028,5.47,,5.47,7.111,,true
Türkiye,72193100,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 4,75 mm",Iron and steel,2026,5.54,,5.54,6.094,,true
Türkiye,72193100,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 4,75 mm",Iron and steel,2027,5.54,,5.54,6.648,,true
Türkiye,72193100,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 4,75 mm",Iron and steel,2028,5.54,,5.54,7.202,,true
Türkiye,721932,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 3 mm but < 4,75 mm",Iron and steel,2026,5.54,,5.54,6.094,,true
Türkiye,721932,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 3 mm but < 4,75 mm",Iron and steel,2027,5.54,,5.54,6.648,,true
Türkiye,721932,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 3 mm but < 4,75 mm",Iron and steel,2028,5.54,,5.54,7.202,,true
Türkiye,721933,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of > 1 mm but < 3 mm",Iron and steel,2026,5.54,,5.54,6.094,,true
